Quant m/z	Other ID	Compound	Ret. Index	Spectra	Kegg	PubChem	NEG_Pool_All_01 	NEG_Pool_All_02 	NEG_Pool_All_03 	NEG_Pool_All_04 	NEG_SF-100109-114720 	NEG_SF-100109-121711 	NEG_SF-100109-124896 	NEG_SF-100109-124904 	NEG_SF-100109-130034 	NEG_SF-100109-169058 	NEG_SF-100109-199550 	NEG_SF-100109-231142 	NEG_SF-100109-244079 	NEG_SF-100109-227718 	NEG_SF-120831-00062 	NEG_SF-100109-255622 	NEG_SF-100109-239012 	NEG_SF-100109-259700 	NEG_SF-100109-142930 	NEG_SF-100109-146730 	NEG_SF-100109-199546 	NEG_SF-100109-225118 	NEG_SF-100109-252159 	NEG_SF-110121-00073 	NEG_SF-110908-00016 
362.0504239		1.18_363.0462n	1.1753				82089.67039	83228.7455	84416.28563	82030.48296	3302.4817	4200.120676	6464.053389	66783.23699	3238.685094	3941.649991	3716.500516	132428.7227	90959.36022	99780.74282	86540.17628	36151.21319	20397.80154	128922.8494	103254.5796	137956.1289	115723.7732	286000.5233	229697.4612	318091.946	206563.5442
175.0237298		0.90_175.0237m/z	0.901916667				11907.46448	12045.94212	12127.49448	17972.91092	734.1884878	4460.654799	1089.756035	5783.251079	1114.959323	866.9450345	2143.32187	17924.12145	20594.08637	31905.27279	25927.43339	12335.92907	5287.226093	28057.74102	26559.08455	17397.17712	12443.79086	21420.62084	33512.74113	35183.65801	21829.98812
352.8596179		0.65_352.8596m/z	0.648316667				283.1179335	263.8846221	272.8652214	286.0835432	39.44891674	113.8474237	45.71075058	179.8673001	50.25048124	79.71763288	113.2222745	235.6187793	514.225906	408.1280193	200.8701816	330.1118748	481.343124	230.4205054	459.6033188	373.2951403	537.503947	932.0328999	438.9972495	1218.799112	665.4004747
726.0264275		0.73_726.0264m/z	0.73285				5335.986595	5313.561025	5306.902964	5454.445748	3030.675788	3409.947487	3640.775378	3110.941813	3006.865991	3478.139276	3975.724614	7151.595574	6932.460959	8564.259052	3900.263242	5248.697193	4808.082655	5958.220035	7968.693986	5614.088756	8387.445067	9553.227434	8033.071747	9899.452049	8126.254916
346.0552486		1.12_346.0552m/z	1.124566667				317242.7401	324812.4512	327646.1271	318716.7491	9782.9798	10202.40736	30497.4027	213972.3614	11124.28062	16410.963	14549.0019	237899.118	334005.0646	413863.7107	260302.6524	137282.732	45620.74196	383662.3924	450648.35	529666.8996	435072.1315	873730.0613	1118122.79	1035940.363	887575.3666
762.1345631		0.63_762.1346m/z	0.631416667				366.1213514	345.5790339	357.2005304	402.7716802	43.27421354	101.4105234	44.91349922	105.2821135	74.25664454	34.08671499	110.4970443	554.1695711	361.3304088	545.7924986	450.9038033	130.5053229	224.6762884	219.4019915	351.3830482	324.8247349	990.3338034	997.2928368	1139.880499	754.6931638	480.8286723
798.4049481		9.83_798.4049m/z	9.829933333				455.935179	498.6742834	482.4968211	450.9549809	40.69300779	104.3639759	55.07869471	208.526854	154.5090536	109.8481463	27.44844095	751.3939593	794.5917931	454.4943358	1117.353886	313.654886	279.1913726	978.81599	550.6152963	855.3659274	740.6182159	1359.784696	1176.580169	793.0485241	676.5251321
686.0873165		0.63_686.0873m/z	0.631416667				436.5715186	451.3821057	434.4886327	433.843281	194.7865994	239.0323708	197.0048467	216.7927127	221.1744285	215.685591	272.281235	468.4534575	492.306208	647.2799723	443.8073375	335.3294298	444.0960147	432.0872531	534.7324324	428.4909571	1071.485367	1481.585442	833.4287869	1141.110132	658.2869937
87.00817886		0.92_87.0082m/z	0.918816667				1823.04453	1849.420946	1829.772171	2837.427316	237.8487163	705.4510033	397.3571824	905.2135707	365.2361122	311.3749406	537.9339983	2929.119774	3674.076078	5366.761871	3754.92748	1804.891138	868.0639113	5788.682632	4462.62087	3012.801553	2108.296832	3867.317049	6341.00029	5588.50388	3948.286061
707.0703584		1.21_708.0744n	1.2091				3922.972596	3909.503134	3914.63727	4059.701575	1837.006624	2030.318274	2443.680175	2672.457982	1481.115241	2206.204254	2080.066248	4753.892337	4155.233972	5771.356875	3650.032776	3115.147561	3389.354319	5421.030687	4602.757074	4149.785422	7207.157739	8319.435948	6669.286	9545.627931	5479.220814
763.9860473		0.73_763.9860m/z	0.73285				5059.452491	4942.653762	5243.116215	5517.662254	1915.022805	1962.213177	3155.988838	2193.455659	2022.642489	2774.867653	3299.676159	7731.544715	8816.589368	8902.496191	2948.491474	4821.995772	4226.861453	6767.776118	9054.14428	6026.06418	8430.978256	10562.10589	10375.22969	10090.10143	10785.29667
821.094833		1.12_821.0948m/z	1.124566667				897.6039692	843.1865178	850.7208798	909.7760305	286.2926534	333.5961524	293.1008601	716.7460884	280.2637568	283.4797774	308.8420937	732.7120338	788.2282515	943.0303146	719.5259019	532.0193098	438.4364163	844.2979449	1124.451942	903.5993254	1508.88342	1390.673316	1217.65143	2478.437755	1140.96756
976.2161645		1.19_977.1992n	1.1922				5953.741194	5727.510473	5757.130617	5980.496581	873.4913013	1529.831397	1233.396001	1388.164728	1173.666908	1246.795055	2089.284847	8404.366444	12453.18088	13330.74174	5076.495138	2642.756949	2775.413708	8912.540126	10440.57953	6672.258954	12099.07841	15144.8829	21717.64247	5685.266774	12869.46425
976.181492		1.11_976.1815m/z	1.107666667				510.6911621	514.3175091	543.2580267	577.4844092	137.0509552	171.1355353	106.5711859	237.8688161	139.5009409	160.3197877	154.3198324	473.9745148	546.4728077	592.0040695	293.0028034	492.8395597	165.2673703	602.821663	657.4020532	510.5199628	537.927821	1069.913547	1339.31305	718.6506314	993.1056013
746.0291372		1.12_746.0291m/z	1.124566667				3884.190484	3876.395492	4014.051408	3881.524432	580.0302155	523.9077928	863.2194259	3075.043213	524.5771423	566.4401395	644.5092809	4279.940214	3411.729436	3812.264747	2832.490264	2230.694302	1271.662516	4393.947775	5613.823241	4942.65325	5798.657594	8464.611691	5557.646254	14931.55374	5599.888587
537.0111647		0.92_537.0112m/z	0.918816667				1534.558818	1533.76299	1525.579319	2029.056303	333.9205784	308.3862016	803.9242775	703.3527369	313.3184845	501.2624301	454.3211338	1555.183621	3297.237832	2984.706162	1469.283823	988.4325148	660.556884	3419.938842	3940.193278	2695.841577	2068.895911	4590.478978	5617.989379	5520.697955	4512.320813
140.0109106		0.63_140.0109m/z	0.631416667				1721.017108	1707.728726	1732.105803	1739.050416	626.9943488	943.3746766	691.6317858	1060.01622	627.814186	798.5844374	920.6077142	1160.380068	1551.036186	2410.121518	2082.593913	940.0442471	1416.244143	2128.478708	3312.868826	1903.488849	4315.01531	2425.068022	6747.895126	5502.037676	5516.653015
670.0948115		1.12_670.0948m/z	1.124566667				602.8318874	588.5210589	615.1547873	660.9243898	81.12080555	89.75113443	77.13435274	527.606201	62.22614253	88.27249878	81.99485387	649.5166778	1070.528481	1161.088765	423.0642567	458.2436349	284.4776409	1246.486403	835.7098861	915.0017365	808.4631669	2308.042014	2415.436694	1786.128357	1530.357799
913.1519766		1.19_913.1520m/z	1.1922				1097.315564	1070.441257	1040.693105	952.2039576	119.4770555	325.8008265	233.2494545	490.9576055	277.6806114	214.799231	517.1062629	1599.854899	2271.82664	2046.299332	968.4938262	663.6577128	700.7605072	1290.47921	2224.115426	1158.140322	2547.530207	2230.702867	3666.964298	1402.718284	1930.959124
779.9760447		0.73_779.9760m/z	0.73285				1852.382124	1882.435262	1901.223298	1922.808365	1224.375655	1209.3524	1359.958105	1093.228874	1094.068593	1278.300992	1373.256211	2146.844366	2936.803955	2839.910308	1810.338796	1624.01053	1867.73406	2524.080189	2431.748084	2114.523774	3392.78913	4498.122036	5195.370202	4110.869015	4203.411324
742.0010742		0.73_742.0011m/z	0.73285				3198.266635	3161.441615	3281.505404	3373.300043	1947.810982	2202.082127	2221.758611	1727.543454	1618.805495	2038.492725	2395.190812	4138.113587	5298.533844	5285.46327	2364.096345	3439.252167	2972.817294	4008.934317	5124.174089	3562.361319	5711.262985	6993.214372	8496.435924	6952.406139	6446.924029
429.0563612		0.77_429.0564m/z	0.766666667				4272.228493	4232.318297	4247.048424	4355.209686	1306.925933	1619.526094	2077.698732	1290.489758	1362.173983	2228.873278	1965.836081	3316.02989	3293.09392	2966.722074	1818.012301	1869.316508	1889.562263	6275.344796	7250.944193	4530.846289	10710.34921	15592.85027	31559.8936	22535.56856	14502.63163
418.075359		3.10_418.0754m/z	3.0974				830.9686978	808.078351	846.3753874	868.0451447	72.89280127	96.61648676	255.8764167	444.556843	152.730205	112.2184606	178.6804966	810.3216087	1549.565869	1375.500549	1007.499237	531.6527206	450.6324535	1370.440336	888.173632	924.3000443	1260.2817	2640.314261	4606.836754	2052.814922	2264.758288
445.9839448		1.12_445.9839m/z	1.124566667				1591.054418	1652.844491	1648.15492	1662.395305	373.2566568	250.4126924	468.2096046	1485.409081	195.250344	393.3774466	228.874288	1234.300645	1315.004554	1943.387367	1182.433179	1111.224532	841.9839271	1649.87432	1733.618877	2172.577075	2491.379384	3792.764606	3483.314211	5495.825895	3244.397939
444.0195927		1.12_444.0196m/z	1.124566667				2777.759271	2710.410522	2653.898817	2667.689702	600.9048332	488.8332579	806.3463914	2239.277518	375.1414868	933.586912	511.4094384	2198.854634	2168.190055	2908.081035	1724.373204	1613.439695	1155.669132	2876.374279	3098.615824	4036.479112	3202.394672	5446.539232	4610.716916	7046.139445	5740.960018
889.8995828		3.30_889.8996m/z	3.300283333				1724.601795	1698.419082	1655.873028	1721.43337	251.9815499	377.2988476	173.8050064	719.0200118	357.5421805	238.7132631	431.6092816	2127.031721	1795.887615	1053.715095	2342.936432	938.6038179	650.7700197	2451.258003	1250.939321	2890.878376	4205.754963	9962.699026	8991.277128	3439.052881	3285.318537
594.7913727		7.31_594.7914m/z	7.3134				406.937048	440.9555452	398.5276721	409.9653374	773.4173348	724.182987	784.0376008	508.7547374	779.3362236	668.3830142	686.2681824	233.8400879	317.8117106	324.9843665	308.4760818	243.1933524	342.7783856	245.3592794	350.6378523	321.4443574	448.6550959	437.8153837	405.5645019	472.1089595	205.2921181
653.1377276		1.14_653.1377m/z	1.141483333				26253.33083	25627.06078	26230.72018	26493.02913	2807.696824	3920.186521	3777.124903	7717.648966	3017.397814	3713.689889	3991.522475	22950.33528	53302.74234	72978.00143	21738.46589	8104.015691	5520.024761	32413.48228	36964.16531	51935.91466	47804.48085	83972.15131	178615.0263	43913.53268	119852.2449
715.1007128		1.12_715.1007m/z	1.124566667				11132.79659	11086.47066	11503.86845	11125.36384	254.1446861	93.70256839	452.6964105	7372.26031	146.0252019	283.8697388	211.2582326	7689.54597	8818.30478	10398.03135	6420.307907	4152.894304	1047.190709	10250.19992	17430.23157	13575.95081	16069.63095	21358.17721	14838.6742	36113.15143	15418.56923
666.0107198		0.99_666.0107m/z	0.98645				1057.628892	1096.875258	1079.432641	957.4183717	377.1292386	373.7978799	647.0543082	507.2941044	371.1499528	690.8785304	713.4376657	1567.50627	1338.580167	1491.165692	631.4664556	1118.717352	1107.010942	1501.875942	1411.594756	1112.80972	2136.966731	1793.29162	1944.716913	1903.323672	1716.20849
470.224649		3.61_470.2246m/z	3.607466667				383.1198959	392.7708742	357.872573	384.0480651	84.22650615	151.5250337	118.2801152	151.4955978	155.0266732	119.9311306	154.0832712	994.8910987	509.557373	514.8853836	679.2492101	240.0335254	419.1532942	610.577207	374.4326463	399.5552767	405.1947378	485.3100536	1136.727418	797.7115361	847.3866183
364.0887533		3.10_383.1066n	3.0974				6155.296874	6240.919234	6406.724884	6353.275834	1714.138548	1851.443912	2156.210508	3842.367786	1665.099058	2178.551998	2698.812224	6548.524385	11984.39726	10670.90119	9165.807648	5282.768747	4287.477056	11448.85558	7998.660342	6839.181333	9181.037371	16966.62097	30538.83938	12410.31578	14654.84944
543.0226454		0.90_543.0226m/z	0.901916667				743.3611856	738.9092586	725.547074	964.572194	135.910507	161.3587912	352.97246	353.9041263	146.5937749	220.5751607	256.6135035	755.6648628	1047.230946	1364.110859	567.5690385	606.0992329	261.188863	1295.116255	1758.271716	1102.442529	859.6538462	1511.851017	1650.05849	2135.3099	1402.274625
330.058778		1.60_330.0588m/z	1.600833333				681.0332731	716.7865957	698.7291075	736.2617209	92.70514138	140.4533774	130.7769348	307.15022	100.4361289	181.2436933	161.091526	362.2176933	741.6573812	905.707328	239.1428632	328.3371537	355.6147847	492.072845	428.7917264	1573.897755	1652.748172	3922.518259	6186.109086	1742.464246	2182.572836
816.0126481		0.82_816.0126m/z	0.817383333				1661.001559	1629.852357	1585.713625	1780.786542	965.788537	1177.009015	1183.116525	1082.62587	1034.972492	995.5046991	985.0942163	1648.253149	2095.922678	2667.519277	1343.964281	1419.652367	1358.659885	2049.622017	2519.562373	1632.440154	2640.05135	3126.397882	3368.277105	3246.234988	2602.79857
347.0003485		0.89_347.0003m/z	0.885016667				191.7818967	203.6646539	203.6468461	366.8510608	68.05966517	98.56777768	65.3296933	73.47075804	89.76130789	82.46645227	76.43294671	243.4344012	360.4968772	524.4079249	280.8891036	194.8009345	222.6075494	325.4497658	530.9012872	180.8644685	213.0990638	514.9140404	359.0432061	807.1599999	348.3005511
609.8074307		7.30_609.8074m/z	7.2965				1079.201224	1033.768598	1085.236871	967.7007512	2381.167416	2276.006143	2088.272851	1690.775223	2571.927943	1992.607706	2174.322963	273.8001516	342.3503231	341.3964418	497.5845852	564.2951849	752.9179421	311.5098898	848.7379052	669.7649329	899.5330588	332.9758077	153.3777657	249.884802	374.1360188
572.0782302		1.72_572.0782m/z	1.719166667				978.481876	907.3256829	942.4179476	595.1623721	148.292215	219.3745343	289.6741252	245.3005822	121.1471882	272.8066307	179.3315037	702.1447634	885.2087715	1512.879927	897.2012463	1197.137469	892.4620669	1913.182301	950.0750507	2623.752406	1004.650748	1169.019377	1201.805569	6826.094728	1050.19635
524.9987328		0.68_524.9987m/z	0.682133333				985.7959288	951.0913745	958.2772939	928.6939218	586.4421982	720.2722286	481.1916468	681.8119373	546.632679	757.493417	711.0736371	981.9186524	806.6635245	1199.516373	1013.19391	818.1355041	965.6798591	1041.263637	1242.934714	941.5516522	1437.611996	1734.351131	1537.071714	2164.131251	1514.881498
373.0377234		0.92_373.0377m/z	0.918816667				1068.332201	1083.530871	1071.977052	2112.677873	29.213	207.120466	80.55185579	411.9893779	92.39390163	187.4677963	37.34492035	1912.57431	2006.808127	4261.642455	2893.185142	1363.489333	330.7451491	3257.382245	3189.696548	1690.385327	962.9507498	1751.657854	2000.692011	4068.535954	1660.958831
416.0259401		0.72_416.0259m/z	0.71595				657.8582251	632.2559169	622.1597746	589.0844492	145.5791107	344.890748	300.5070501	394.1358359	287.9630832	343.3179074	307.4867462	656.919279	627.3492793	845.5730229	589.9764103	447.1748365	622.8500437	813.0616554	966.4691308	733.9046177	817.1564439	1148.549239	2271.352593	1999.848694	1330.203346
626.0665322		0.63_626.0665m/z	0.631416667				349.2676662	333.8402222	362.3644717	361.8977765	166.0947776	180.328556	158.547723	194.8796774	180.1885536	165.7020889	218.7721122	442.2047232	336.1301507	532.1815823	274.8582703	298.163671	302.6356157	355.7842878	401.1610242	310.5513905	846.3438212	974.1668487	781.5403454	902.2930461	570.9730669
940.9020127		4.92_940.9020m/z	4.915016667				450.3710057	443.3436657	422.3384318	463.3565137	77.62283695	69.44671339	77.79601847	266.5088644	81.2453204	34.86412432	175.0300302	788.8148561	568.9230737	343.1158839	558.9133411	373.1594171	371.0610703	826.6269173	344.8047133	1069.828449	843.8413679	1325.86413	536.2917946	482.0673333	1224.362538
160.0604353		1.55_160.0604m/z	1.5501				349.67059	312.9924514	339.6041939	357.3394931	186.8028097	203.302507	156.6143118	289.7124037	179.3246752	196.9409125	188.4144364	398.9438908	382.4120267	571.3993905	397.8461479	243.3379335	309.7374377	457.784287	508.4658602	382.7747725	595.8632914	928.4641703	1163.994194	682.8358776	672.4398726
820.0481669		0.92_820.0482m/z	0.918816667				2593.452704	2606.413647	2542.206164	3292.882274	1608.159201	2129.869063	1612.965191	1499.979097	1681.568283	1474.322878	1488.280002	3368.388788	4158.836824	4292.979914	2660.356123	2382.884642	1925.104582	4216.690549	5105.660342	3024.908998	3909.812832	4880.72938	5991.755364	6146.468431	4395.723068
384.98402		0.75_384.9840m/z	0.74975				2008.208954	2099.826911	2202.961434	2363.329134	1025.652724	1147.970104	924.9907715	944.2559634	856.8224618	1057.178579	1195.576884	3836.493205	3774.039417	3632.838532	1872.998699	1866.981792	1411.25956	3357.538595	3538.342509	2814.154148	3504.582529	5236.83569	10348.60882	3762.939175	5621.395775
682.1137945		0.63_682.1138m/z	0.631416667				284.3279597	282.055315	277.0015644	252.2822901	14.90953113	44.59279895	13.90269357	94.81973642	60.97716194	16.6751484	65.34656283	312.3918497	610.5283839	410.1375422	490.5881554	172.4437195	225.7127447	438.469214	178.0957812	242.7473333	804.3342897	1073.9194	627.7399697	664.2552948	225.8299548
750.8859645		9.85_750.8860m/z	9.846833333				307.4591761	341.4653152	366.4522909	326.7166453	17.67820235	20.56086394	22.1135494	228.7176675	18.38698363	67.2119333	16.7749513	469.2227043	633.9139801	408.6172719	781.7617825	151.7299458	164.1127223	934.0913364	622.9350717	599.1863637	586.1622677	676.1620848	452.6804731	372.7933044	279.4883935
685.0114376		0.89_685.0114m/z	0.885016667				3715.793067	3724.34585	3511.364279	3660.326431	1865.813462	1859.752534	2540.592866	2436.247506	1895.529629	2110.033066	2393.956955	3307.194733	4575.821272	5270.848748	3326.536202	2990.787129	2385.848781	6503.48441	5367.631129	4965.653435	5804.665212	9420.556177	12403.74473	7405.61116	8417.340874
811.0416671		1.14_811.0417m/z	1.141483333				630.9040861	655.3409044	678.5318992	675.7497821	192.1393299	104.3661363	324.9728877	438.4159841	142.9211541	184.010604	136.4484651	479.9252786	503.1071744	591.4148884	309.4145842	506.8532546	326.220802	764.5915162	734.0274267	740.8338113	678.5191702	1143.809866	1420.63173	1439.886673	942.2521074
215.1643287		13.20_215.1643m/z	13.19751667				307.8468175	298.1741764	297.9935467	293.7774236	41.34399199	56.4373272	50.20474996	87.3170263	62.76063746	98.49710024	33.15785056	483.5527771	315.616799	218.7359108	286.6378002	391.5234021	360.0243677	432.2837493	325.890214	343.0024186	69.59166846	182.8413415	558.122957	321.9125136	348.8406575
655.0799563		0.63_655.0800m/z	0.631416667				337.8162808	324.2311584	319.2415166	305.6280149	107.2411998	152.6832717	82.08712104	187.0701505	133.1267532	100.1693924	156.4196553	279.2499252	415.1774136	490.8440824	390.4400196	259.6854714	326.2033817	422.533943	328.0890127	287.7988374	783.4004015	955.8908643	578.7107213	914.9349066	403.8953519
